occurence_PK,OCC_DATE,OCC_HOUR,OCC_DAY,OCC_MONTH,OCC_YEAR
1429,2017-01-02 05:00:00+00:00,5,2,1,2017
1430,2017-01-03 05:00:00+00:00,5,3,1,2017
1431,2017-01-04 05:00:00+00:00,5,4,1,2017
1432,2017-01-05 05:00:00+00:00,5,5,1,2017
1433,2017-01-06 05:00:00+00:00,5,6,1,2017
1434,2017-01-07 05:00:00+00:00,5,7,1,2017
1435,2017-01-08 05:00:00+00:00,5,8,1,2017
1436,2017-01-09 05:00:00+00:00,5,9,1,2017
1437,2017-01-10 05:00:00+00:00,5,10,1,2017
1438,2017-01-11 05:00:00+00:00,5,11,1,2017
1439,2017-01-12 05:00:00+00:00,5,12,1,2017
1440,2017-01-13 05:00:00+00:00,5,13,1,2017
1441,2017-01-14 05:00:00+00:00,5,14,1,2017
1442,2017-01-15 05:00:00+00:00,5,15,1,2017
1443,2017-01-16 05:00:00+00:00,5,16,1,2017
1444,2017-01-17 05:00:00+00:00,5,17,1,2017
1445,2017-01-18 05:00:00+00:00,5,18,1,2017
1446,2017-01-19 05:00:00+00:00,5,19,1,2017
1447,2017-01-20 05:00:00+00:00,5,20,1,2017
1448,2017-01-21 05:00:00+00:00,5,21,1,2017
1449,2017-01-22 05:00:00+00:00,5,22,1,2017
1450,2017-01-23 05:00:00+00:00,5,23,1,2017
1451,2017-01-24 05:00:00+00:00,5,24,1,2017
1452,2017-01-25 05:00:00+00:00,5,25,1,2017
1453,2017-01-26 05:00:00+00:00,5,26,1,2017
1454,2017-01-27 05:00:00+00:00,5,27,1,2017
1455,2017-01-28 05:00:00+00:00,5,28,1,2017
1456,2017-01-29 05:00:00+00:00,5,29,1,2017
1457,2017-01-30 05:00:00+00:00,5,30,1,2017
1458,2017-01-31 05:00:00+00:00,5,31,1,2017
1459,2017-02-01 05:00:00+00:00,5,1,2,2017
1460,2017-02-02 05:00:00+00:00,5,2,2,2017
1461,2017-02-03 05:00:00+00:00,5,3,2,2017
1462,2017-02-04 05:00:00+00:00,5,4,2,2017
1463,2017-02-05 05:00:00+00:00,5,5,2,2017
1464,2017-02-06 05:00:00+00:00,5,6,2,2017
1465,2017-02-07 05:00:00+00:00,5,7,2,2017
1466,2017-02-08 05:00:00+00:00,5,8,2,2017
1467,2017-02-09 05:00:00+00:00,5,9,2,2017
1468,2017-02-10 05:00:00+00:00,5,10,2,2017
1469,2017-02-11 05:00:00+00:00,5,11,2,2017
1470,2017-02-12 05:00:00+00:00,5,12,2,2017
1471,2017-02-13 05:00:00+00:00,5,13,2,2017
1472,2017-02-14 05:00:00+00:00,5,14,2,2017
1473,2017-02-15 05:00:00+00:00,5,15,2,2017
1474,2017-02-16 05:00:00+00:00,5,16,2,2017
1475,2017-02-17 05:00:00+00:00,5,17,2,2017
1476,2017-02-18 05:00:00+00:00,5,18,2,2017
1477,2017-02-19 05:00:00+00:00,5,19,2,2017
1478,2017-02-20 05:00:00+00:00,5,20,2,2017
1479,2017-02-21 05:00:00+00:00,5,21,2,2017
1480,2017-02-22 05:00:00+00:00,5,22,2,2017
1481,2010-12-01 05:00:00+00:00,5,1,12,2010
1482,2017-02-23 05:00:00+00:00,5,23,2,2017
1483,2011-04-19 04:00:00+00:00,4,19,4,2011
1484,2017-02-24 05:00:00+00:00,5,24,2,2017
1485,2017-02-25 05:00:00+00:00,5,25,2,2017
1486,2017-02-26 05:00:00+00:00,5,26,2,2017
1487,2017-02-27 05:00:00+00:00,5,27,2,2017
1488,2017-02-28 05:00:00+00:00,5,28,2,2017
1489,2017-03-01 05:00:00+00:00,5,1,3,2017
1490,2017-03-02 05:00:00+00:00,5,2,3,2017
1491,2017-03-03 05:00:00+00:00,5,3,3,2017
1492,2017-03-04 05:00:00+00:00,5,4,3,2017
1493,2017-03-05 05:00:00+00:00,5,5,3,2017
1494,2017-03-06 05:00:00+00:00,5,6,3,2017
1495,2017-03-07 05:00:00+00:00,5,7,3,2017
1496,2017-03-08 05:00:00+00:00,5,8,3,2017
1497,2017-03-09 05:00:00+00:00,5,9,3,2017
1498,2017-03-10 05:00:00+00:00,5,10,3,2017
1499,2017-03-11 05:00:00+00:00,5,11,3,2017
1500,2017-03-12 05:00:00+00:00,5,12,3,2017
1501,2017-03-13 04:00:00+00:00,4,13,3,2017
1502,2017-03-14 04:00:00+00:00,4,14,3,2017
1503,2017-03-15 04:00:00+00:00,4,15,3,2017
1504,2017-03-16 04:00:00+00:00,4,16,3,2017
1505,2017-03-17 04:00:00+00:00,4,17,3,2017
1506,2017-03-18 04:00:00+00:00,4,18,3,2017
1507,2017-03-19 04:00:00+00:00,4,19,3,2017
1508,2017-03-20 04:00:00+00:00,4,20,3,2017
1509,2017-03-21 04:00:00+00:00,4,21,3,2017
1510,2012-11-23 05:00:00+00:00,5,23,11,2012
1511,2017-03-22 04:00:00+00:00,4,22,3,2017
1512,2017-03-23 04:00:00+00:00,4,23,3,2017
1513,2017-03-24 04:00:00+00:00,4,24,3,2017
1514,2017-03-25 04:00:00+00:00,4,25,3,2017
1515,2017-03-26 04:00:00+00:00,4,26,3,2017
1516,2017-03-27 04:00:00+00:00,4,27,3,2017
1517,2017-03-28 04:00:00+00:00,4,28,3,2017
1518,2017-03-29 04:00:00+00:00,4,29,3,2017
1519,2017-03-30 04:00:00+00:00,4,30,3,2017
1520,2017-03-31 04:00:00+00:00,4,31,3,2017
1521,2017-04-01 04:00:00+00:00,4,1,4,2017
1522,2017-04-02 04:00:00+00:00,4,2,4,2017
1523,2017-04-03 04:00:00+00:00,4,3,4,2017
1524,2017-04-04 04:00:00+00:00,4,4,4,2017
1525,2017-04-05 04:00:00+00:00,4,5,4,2017
1526,2017-04-06 04:00:00+00:00,4,6,4,2017
1527,2017-04-07 04:00:00+00:00,4,7,4,2017
1528,2017-04-08 04:00:00+00:00,4,8,4,2017
1529,2017-04-09 04:00:00+00:00,4,9,4,2017
1530,2017-04-10 04:00:00+00:00,4,10,4,2017
1531,2017-04-11 04:00:00+00:00,4,11,4,2017
1532,2017-04-12 04:00:00+00:00,4,12,4,2017
1533,2017-04-13 04:00:00+00:00,4,13,4,2017
1534,2017-04-14 04:00:00+00:00,4,14,4,2017
1535,2004-09-20 04:00:00+00:00,4,20,9,2004
1536,2017-04-15 04:00:00+00:00,4,15,4,2017
1537,2017-04-16 04:00:00+00:00,4,16,4,2017
1538,2017-04-17 04:00:00+00:00,4,17,4,2017
1539,2017-04-18 04:00:00+00:00,4,18,4,2017
1540,2017-04-19 04:00:00+00:00,4,19,4,2017
1541,2017-04-20 04:00:00+00:00,4,20,4,2017
1542,2017-04-21 04:00:00+00:00,4,21,4,2017
1543,2017-04-22 04:00:00+00:00,4,22,4,2017
1544,2017-04-23 04:00:00+00:00,4,23,4,2017
1545,2017-04-24 04:00:00+00:00,4,24,4,2017
1546,2017-04-25 04:00:00+00:00,4,25,4,2017
1547,2017-04-26 04:00:00+00:00,4,26,4,2017
1548,2017-04-27 04:00:00+00:00,4,27,4,2017
1549,2017-04-28 04:00:00+00:00,4,28,4,2017
1550,2017-04-29 04:00:00+00:00,4,29,4,2017
1551,2017-04-30 04:00:00+00:00,4,30,4,2017
1552,2017-05-01 04:00:00+00:00,4,1,5,2017
1553,2017-05-02 04:00:00+00:00,4,2,5,2017
1554,2017-05-03 04:00:00+00:00,4,3,5,2017
1555,2017-05-04 04:00:00+00:00,4,4,5,2017
1556,2017-05-05 04:00:00+00:00,4,5,5,2017
1557,2017-05-06 04:00:00+00:00,4,6,5,2017
1558,2017-05-07 04:00:00+00:00,4,7,5,2017
1559,2017-05-08 04:00:00+00:00,4,8,5,2017
1560,2017-05-09 04:00:00+00:00,4,9,5,2017
1561,2017-05-10 04:00:00+00:00,4,10,5,2017
1562,2017-05-11 04:00:00+00:00,4,11,5,2017
1563,2017-05-12 04:00:00+00:00,4,12,5,2017
1564,2002-09-05 04:00:00+00:00,4,5,9,2002
1565,2017-05-13 04:00:00+00:00,4,13,5,2017
1566,2017-05-14 04:00:00+00:00,4,14,5,2017
1567,2017-05-15 04:00:00+00:00,4,15,5,2017
1568,2017-05-16 04:00:00+00:00,4,16,5,2017
1569,2017-05-17 04:00:00+00:00,4,17,5,2017
1570,2017-05-18 04:00:00+00:00,4,18,5,2017
1571,2017-05-19 04:00:00+00:00,4,19,5,2017
1572,2017-05-20 04:00:00+00:00,4,20,5,2017
1573,2017-05-21 04:00:00+00:00,4,21,5,2017
1574,2017-05-22 04:00:00+00:00,4,22,5,2017
1575,2017-05-23 04:00:00+00:00,4,23,5,2017
1576,2017-05-24 04:00:00+00:00,4,24,5,2017
1577,2017-05-25 04:00:00+00:00,4,25,5,2017
1578,2017-05-26 04:00:00+00:00,4,26,5,2017
1579,2017-05-27 04:00:00+00:00,4,27,5,2017
1580,2017-05-28 04:00:00+00:00,4,28,5,2017
1581,2017-05-29 04:00:00+00:00,4,29,5,2017
1582,2017-05-30 04:00:00+00:00,4,30,5,2017
1583,2017-05-31 04:00:00+00:00,4,31,5,2017
1584,2017-06-01 04:00:00+00:00,4,1,6,2017
1585,2017-06-02 04:00:00+00:00,4,2,6,2017
1586,2017-06-03 04:00:00+00:00,4,3,6,2017
1587,2017-06-04 04:00:00+00:00,4,4,6,2017
1588,2017-06-05 04:00:00+00:00,4,5,6,2017
1589,2013-06-04 04:00:00+00:00,4,4,6,2013
1590,2017-06-06 04:00:00+00:00,4,6,6,2017
1591,2017-06-07 04:00:00+00:00,4,7,6,2017
1592,2017-06-08 04:00:00+00:00,4,8,6,2017
1593,2017-06-09 04:00:00+00:00,4,9,6,2017
1594,2017-06-10 04:00:00+00:00,4,10,6,2017
1595,2017-06-11 04:00:00+00:00,4,11,6,2017
1596,2017-06-12 04:00:00+00:00,4,12,6,2017
1597,2017-06-13 04:00:00+00:00,4,13,6,2017
1598,2017-06-14 04:00:00+00:00,4,14,6,2017
1599,2017-06-15 04:00:00+00:00,4,15,6,2017
1600,2017-06-16 04:00:00+00:00,4,16,6,2017
1601,2017-06-17 04:00:00+00:00,4,17,6,2017
1602,2017-06-18 04:00:00+00:00,4,18,6,2017
1603,2017-06-19 04:00:00+00:00,4,19,6,2017
1604,2017-06-20 04:00:00+00:00,4,20,6,2017
1605,2017-06-21 04:00:00+00:00,4,21,6,2017
1606,2017-06-22 04:00:00+00:00,4,22,6,2017
1607,2017-06-23 04:00:00+00:00,4,23,6,2017
1608,2017-06-24 04:00:00+00:00,4,24,6,2017
1609,2017-06-25 04:00:00+00:00,4,25,6,2017
1610,2017-06-26 04:00:00+00:00,4,26,6,2017
1611,2017-06-27 04:00:00+00:00,4,27,6,2017
1612,2017-06-28 04:00:00+00:00,4,28,6,2017
1613,2017-06-29 04:00:00+00:00,4,29,6,2017
1614,2017-06-30 04:00:00+00:00,4,30,6,2017
1615,2017-07-01 04:00:00+00:00,4,1,7,2017
1616,2017-07-02 04:00:00+00:00,4,2,7,2017
1617,2017-07-03 04:00:00+00:00,4,3,7,2017
1618,2017-07-04 04:00:00+00:00,4,4,7,2017
1619,2017-07-05 04:00:00+00:00,4,5,7,2017
1620,2017-07-06 04:00:00+00:00,4,6,7,2017
1621,2017-07-07 04:00:00+00:00,4,7,7,2017
1622,2017-07-08 04:00:00+00:00,4,8,7,2017
1623,2017-07-09 04:00:00+00:00,4,9,7,2017
1624,2017-07-10 04:00:00+00:00,4,10,7,2017
1625,2017-07-11 04:00:00+00:00,4,11,7,2017
1626,2017-07-12 04:00:00+00:00,4,12,7,2017
1627,2017-07-13 04:00:00+00:00,4,13,7,2017
1628,2017-07-14 04:00:00+00:00,4,14,7,2017
1629,2017-07-15 04:00:00+00:00,4,15,7,2017
1630,2017-07-16 04:00:00+00:00,4,16,7,2017
1631,2017-07-17 04:00:00+00:00,4,17,7,2017
1632,2017-07-18 04:00:00+00:00,4,18,7,2017
1633,2017-07-19 04:00:00+00:00,4,19,7,2017
1634,2017-07-20 04:00:00+00:00,4,20,7,2017
1635,2017-07-21 04:00:00+00:00,4,21,7,2017
1636,2017-07-22 04:00:00+00:00,4,22,7,2017
1637,2017-07-23 04:00:00+00:00,4,23,7,2017
1638,2017-07-24 04:00:00+00:00,4,24,7,2017
1639,2017-07-25 04:00:00+00:00,4,25,7,2017
1640,2017-07-26 04:00:00+00:00,4,26,7,2017
1641,2017-07-27 04:00:00+00:00,4,27,7,2017
1642,2017-07-28 04:00:00+00:00,4,28,7,2017
1643,2017-07-29 04:00:00+00:00,4,29,7,2017
1644,2017-07-30 04:00:00+00:00,4,30,7,2017
1645,2017-07-31 04:00:00+00:00,4,31,7,2017
1646,2017-08-01 04:00:00+00:00,4,1,8,2017
1647,2017-08-02 04:00:00+00:00,4,2,8,2017
1648,2017-08-03 04:00:00+00:00,4,3,8,2017
1649,2017-08-04 04:00:00+00:00,4,4,8,2017
1650,2017-08-05 04:00:00+00:00,4,5,8,2017
1651,2017-08-06 04:00:00+00:00,4,6,8,2017
1652,2017-08-07 04:00:00+00:00,4,7,8,2017
1653,2017-08-08 04:00:00+00:00,4,8,8,2017
1654,2017-08-09 04:00:00+00:00,4,9,8,2017
1655,2017-08-10 04:00:00+00:00,4,10,8,2017
1656,2017-08-11 04:00:00+00:00,4,11,8,2017
1657,2017-08-12 04:00:00+00:00,4,12,8,2017
1658,2017-08-13 04:00:00+00:00,4,13,8,2017
1659,2017-08-14 04:00:00+00:00,4,14,8,2017
1660,2017-08-15 04:00:00+00:00,4,15,8,2017
1661,2017-08-16 04:00:00+00:00,4,16,8,2017
1662,2017-08-17 04:00:00+00:00,4,17,8,2017
1663,2017-08-18 04:00:00+00:00,4,18,8,2017
1664,2017-08-19 04:00:00+00:00,4,19,8,2017
1665,2012-10-27 04:00:00+00:00,4,27,10,2012
1666,2017-08-20 04:00:00+00:00,4,20,8,2017
1667,2017-08-21 04:00:00+00:00,4,21,8,2017
1668,2017-08-22 04:00:00+00:00,4,22,8,2017
1669,2017-08-23 04:00:00+00:00,4,23,8,2017
1670,2017-08-24 04:00:00+00:00,4,24,8,2017
1671,2017-08-25 04:00:00+00:00,4,25,8,2017
1672,2017-08-26 04:00:00+00:00,4,26,8,2017
1673,2017-08-27 04:00:00+00:00,4,27,8,2017
1674,2017-08-28 04:00:00+00:00,4,28,8,2017
1675,2017-08-29 04:00:00+00:00,4,29,8,2017
1676,2017-08-30 04:00:00+00:00,4,30,8,2017
1677,2017-08-31 04:00:00+00:00,4,31,8,2017
1678,2017-09-01 04:00:00+00:00,4,1,9,2017
1679,2017-09-02 04:00:00+00:00,4,2,9,2017
1680,2017-09-03 04:00:00+00:00,4,3,9,2017
1681,2017-09-04 04:00:00+00:00,4,4,9,2017
1682,2017-09-05 04:00:00+00:00,4,5,9,2017
1683,2017-09-06 04:00:00+00:00,4,6,9,2017
1684,2017-09-07 04:00:00+00:00,4,7,9,2017
1685,2017-09-08 04:00:00+00:00,4,8,9,2017
1686,2017-09-09 04:00:00+00:00,4,9,9,2017
1687,2017-09-10 04:00:00+00:00,4,10,9,2017
1688,2017-09-11 04:00:00+00:00,4,11,9,2017
1689,2017-09-12 04:00:00+00:00,4,12,9,2017
1690,2017-09-13 04:00:00+00:00,4,13,9,2017
1691,2017-09-14 04:00:00+00:00,4,14,9,2017
1692,2017-09-15 04:00:00+00:00,4,15,9,2017
1693,2017-09-16 04:00:00+00:00,4,16,9,2017
1694,2017-09-17 04:00:00+00:00,4,17,9,2017
1695,2017-09-18 04:00:00+00:00,4,18,9,2017
1696,2017-09-19 04:00:00+00:00,4,19,9,2017
1697,2017-09-20 04:00:00+00:00,4,20,9,2017
1698,2017-09-21 04:00:00+00:00,4,21,9,2017
1699,2017-09-22 04:00:00+00:00,4,22,9,2017
1700,2017-09-23 04:00:00+00:00,4,23,9,2017
1701,2017-09-24 04:00:00+00:00,4,24,9,2017
1702,2017-09-25 04:00:00+00:00,4,25,9,2017
1703,2017-09-26 04:00:00+00:00,4,26,9,2017
1704,2017-09-27 04:00:00+00:00,4,27,9,2017
1705,2017-09-28 04:00:00+00:00,4,28,9,2017
1706,2017-09-29 04:00:00+00:00,4,29,9,2017
1707,2017-09-30 04:00:00+00:00,4,30,9,2017
1708,2017-10-01 04:00:00+00:00,4,1,10,2017
1709,2017-10-02 04:00:00+00:00,4,2,10,2017
1710,2017-10-03 04:00:00+00:00,4,3,10,2017
1711,2008-07-01 04:00:00+00:00,4,1,7,2008
1712,2017-10-04 04:00:00+00:00,4,4,10,2017
1713,2017-10-05 04:00:00+00:00,4,5,10,2017
1714,2017-10-06 04:00:00+00:00,4,6,10,2017
1715,2017-10-07 04:00:00+00:00,4,7,10,2017
1716,2017-10-08 04:00:00+00:00,4,8,10,2017
1717,2017-10-09 04:00:00+00:00,4,9,10,2017
1718,2017-10-10 04:00:00+00:00,4,10,10,2017
1719,2017-10-11 04:00:00+00:00,4,11,10,2017
1720,2017-10-12 04:00:00+00:00,4,12,10,2017
1721,2017-10-13 04:00:00+00:00,4,13,10,2017
1722,2017-10-14 04:00:00+00:00,4,14,10,2017
1723,2017-10-15 04:00:00+00:00,4,15,10,2017
1724,2017-10-16 04:00:00+00:00,4,16,10,2017
1725,2017-10-17 04:00:00+00:00,4,17,10,2017
1726,2017-10-18 04:00:00+00:00,4,18,10,2017
1727,2017-10-19 04:00:00+00:00,4,19,10,2017
1728,2017-10-20 04:00:00+00:00,4,20,10,2017
1729,2017-10-21 04:00:00+00:00,4,21,10,2017
1730,2017-10-22 04:00:00+00:00,4,22,10,2017
1731,2017-10-23 04:00:00+00:00,4,23,10,2017
1732,2017-10-24 04:00:00+00:00,4,24,10,2017
1733,2017-10-25 04:00:00+00:00,4,25,10,2017
1734,2017-10-26 04:00:00+00:00,4,26,10,2017
1735,2017-10-27 04:00:00+00:00,4,27,10,2017
1736,2017-10-28 04:00:00+00:00,4,28,10,2017
1737,2017-10-29 04:00:00+00:00,4,29,10,2017
1738,2017-10-30 04:00:00+00:00,4,30,10,2017
1739,2017-10-31 04:00:00+00:00,4,31,10,2017
1740,2017-11-01 04:00:00+00:00,4,1,11,2017
1741,2017-11-02 04:00:00+00:00,4,2,11,2017
1742,2017-11-03 04:00:00+00:00,4,3,11,2017
1743,2017-11-04 04:00:00+00:00,4,4,11,2017
1744,2017-11-05 04:00:00+00:00,4,5,11,2017
1745,2017-11-06 05:00:00+00:00,5,6,11,2017
1746,2017-11-07 05:00:00+00:00,5,7,11,2017
1747,2017-11-08 05:00:00+00:00,5,8,11,2017
1748,2017-11-09 05:00:00+00:00,5,9,11,2017
1749,2017-11-10 05:00:00+00:00,5,10,11,2017
1750,2017-11-11 05:00:00+00:00,5,11,11,2017
1751,2017-11-12 05:00:00+00:00,5,12,11,2017
1752,2017-11-13 05:00:00+00:00,5,13,11,2017
1753,2017-11-14 05:00:00+00:00,5,14,11,2017
1754,2017-11-15 05:00:00+00:00,5,15,11,2017
1755,2017-11-16 05:00:00+00:00,5,16,11,2017
1756,2017-11-17 05:00:00+00:00,5,17,11,2017
1757,2017-11-18 05:00:00+00:00,5,18,11,2017
1758,2017-11-19 05:00:00+00:00,5,19,11,2017
1759,2017-11-20 05:00:00+00:00,5,20,11,2017
1760,2017-11-21 05:00:00+00:00,5,21,11,2017
1761,2017-11-22 05:00:00+00:00,5,22,11,2017
1762,2017-11-23 05:00:00+00:00,5,23,11,2017
1763,2017-11-24 05:00:00+00:00,5,24,11,2017
1764,2017-11-25 05:00:00+00:00,5,25,11,2017
1765,2017-11-26 05:00:00+00:00,5,26,11,2017
1766,2017-11-27 05:00:00+00:00,5,27,11,2017
1767,2017-11-28 05:00:00+00:00,5,28,11,2017
1768,2009-09-08 04:00:00+00:00,4,8,9,2009
1769,2017-11-29 05:00:00+00:00,5,29,11,2017
1770,2017-11-30 05:00:00+00:00,5,30,11,2017
1771,2017-12-01 05:00:00+00:00,5,1,12,2017
1772,2017-12-02 05:00:00+00:00,5,2,12,2017
1773,2017-12-03 05:00:00+00:00,5,3,12,2017
1774,2017-12-04 05:00:00+00:00,5,4,12,2017
1775,2017-12-05 05:00:00+00:00,5,5,12,2017
1776,2017-12-06 05:00:00+00:00,5,6,12,2017
1777,2017-12-07 05:00:00+00:00,5,7,12,2017
1778,2017-12-08 05:00:00+00:00,5,8,12,2017
1779,2017-12-09 05:00:00+00:00,5,9,12,2017
1780,2017-12-10 05:00:00+00:00,5,10,12,2017
1781,2017-12-11 05:00:00+00:00,5,11,12,2017
1782,2017-12-12 05:00:00+00:00,5,12,12,2017
1783,2017-12-13 05:00:00+00:00,5,13,12,2017
1784,2017-12-14 05:00:00+00:00,5,14,12,2017
1785,2017-12-15 05:00:00+00:00,5,15,12,2017
1786,2005-01-01 05:00:00+00:00,5,1,1,2005
1787,2017-12-16 05:00:00+00:00,5,16,12,2017
1788,2017-12-17 05:00:00+00:00,5,17,12,2017
1789,2017-12-18 05:00:00+00:00,5,18,12,2017
1790,2017-12-19 05:00:00+00:00,5,19,12,2017
1791,2017-12-20 05:00:00+00:00,5,20,12,2017
1792,2017-12-21 05:00:00+00:00,5,21,12,2017
1793,2017-12-22 05:00:00+00:00,5,22,12,2017
1794,2017-12-23 05:00:00+00:00,5,23,12,2017
1795,2017-12-24 05:00:00+00:00,5,24,12,2017
1796,2017-12-25 05:00:00+00:00,5,25,12,2017
1797,2017-12-26 05:00:00+00:00,5,26,12,2017
1798,2017-12-27 05:00:00+00:00,5,27,12,2017
1799,2017-12-28 05:00:00+00:00,5,28,12,2017
1800,2017-12-29 05:00:00+00:00,5,29,12,2017
1801,2017-12-30 05:00:00+00:00,5,30,12,2017
1802,2017-12-31 05:00:00+00:00,5,31,12,2017
1803,2018-01-01 05:00:00+00:00,5,1,1,2018
1804,2018-01-02 05:00:00+00:00,5,2,1,2018
1805,2018-01-03 05:00:00+00:00,5,3,1,2018
1806,2018-01-04 05:00:00+00:00,5,4,1,2018
1807,2018-01-05 05:00:00+00:00,5,5,1,2018
1808,1976-07-01 04:00:00+00:00,4,1,7,1976
1809,2018-01-06 05:00:00+00:00,5,6,1,2018
1810,2009-02-10 05:00:00+00:00,5,10,2,2009
1811,2018-01-07 05:00:00+00:00,5,7,1,2018
1812,2018-01-08 05:00:00+00:00,5,8,1,2018
1813,2018-01-09 05:00:00+00:00,5,9,1,2018
1814,2018-01-10 05:00:00+00:00,5,10,1,2018
1815,2018-01-11 05:00:00+00:00,5,11,1,2018
1816,2018-01-12 05:00:00+00:00,5,12,1,2018
1817,2018-01-13 05:00:00+00:00,5,13,1,2018
1818,2018-01-14 05:00:00+00:00,5,14,1,2018
1819,2018-01-15 05:00:00+00:00,5,15,1,2018
1820,2018-01-16 05:00:00+00:00,5,16,1,2018
1821,2018-01-17 05:00:00+00:00,5,17,1,2018
1822,2018-01-18 05:00:00+00:00,5,18,1,2018
1823,2018-01-19 05:00:00+00:00,5,19,1,2018
1824,2003-04-25 04:00:00+00:00,4,25,4,2003
1825,2018-01-20 05:00:00+00:00,5,20,1,2018
1826,2018-01-21 05:00:00+00:00,5,21,1,2018
1827,2018-01-22 05:00:00+00:00,5,22,1,2018
1828,2018-01-23 05:00:00+00:00,5,23,1,2018
1829,2018-01-24 05:00:00+00:00,5,24,1,2018
1830,2018-01-25 05:00:00+00:00,5,25,1,2018
1831,2018-01-26 05:00:00+00:00,5,26,1,2018
1832,2018-01-27 05:00:00+00:00,5,27,1,2018
1833,2018-01-28 05:00:00+00:00,5,28,1,2018
1834,2018-01-29 05:00:00+00:00,5,29,1,2018
1835,2018-01-30 05:00:00+00:00,5,30,1,2018
1836,2018-01-31 05:00:00+00:00,5,31,1,2018
1837,2018-02-01 05:00:00+00:00,5,1,2,2018
1838,2018-02-02 05:00:00+00:00,5,2,2,2018
1839,2018-02-03 05:00:00+00:00,5,3,2,2018
1840,2018-02-04 05:00:00+00:00,5,4,2,2018
1841,2018-02-05 05:00:00+00:00,5,5,2,2018
1842,2018-02-06 05:00:00+00:00,5,6,2,2018
1843,2013-02-07 05:00:00+00:00,5,7,2,2013
1844,2018-02-07 05:00:00+00:00,5,7,2,2018
1845,2018-02-08 05:00:00+00:00,5,8,2,2018
1846,2011-01-16 05:00:00+00:00,5,16,1,2011
1847,2018-02-09 05:00:00+00:00,5,9,2,2018
1848,2018-02-10 05:00:00+00:00,5,10,2,2018
1849,2018-02-11 05:00:00+00:00,5,11,2,2018
1850,2018-02-12 05:00:00+00:00,5,12,2,2018
1851,2018-02-13 05:00:00+00:00,5,13,2,2018
1852,2018-02-14 05:00:00+00:00,5,14,2,2018
1853,2018-02-15 05:00:00+00:00,5,15,2,2018
1854,2018-02-16 05:00:00+00:00,5,16,2,2018
1855,2018-02-17 05:00:00+00:00,5,17,2,2018
1856,1990-02-01 05:00:00+00:00,5,1,2,1990
1857,2018-02-18 05:00:00+00:00,5,18,2,2018
1858,2018-02-19 05:00:00+00:00,5,19,2,2018
1859,2018-02-20 05:00:00+00:00,5,20,2,2018
1860,2018-02-21 05:00:00+00:00,5,21,2,2018
1861,2013-10-31 04:00:00+00:00,4,31,10,2013
1862,2018-02-22 05:00:00+00:00,5,22,2,2018
1863,2018-02-23 05:00:00+00:00,5,23,2,2018
1864,2018-02-24 05:00:00+00:00,5,24,2,2018
1865,2018-02-25 05:00:00+00:00,5,25,2,2018
1866,2018-02-26 05:00:00+00:00,5,26,2,2018
1867,2018-02-27 05:00:00+00:00,5,27,2,2018
1868,2018-02-28 05:00:00+00:00,5,28,2,2018
1869,2018-03-01 05:00:00+00:00,5,1,3,2018
1870,2018-03-02 05:00:00+00:00,5,2,3,2018
1871,2018-03-03 05:00:00+00:00,5,3,3,2018
1872,2018-03-04 05:00:00+00:00,5,4,3,2018
1873,2018-03-05 05:00:00+00:00,5,5,3,2018
1874,2018-03-06 05:00:00+00:00,5,6,3,2018
1875,2018-03-07 05:00:00+00:00,5,7,3,2018
1876,2018-03-08 05:00:00+00:00,5,8,3,2018
1877,2018-03-09 05:00:00+00:00,5,9,3,2018
1878,2018-03-10 05:00:00+00:00,5,10,3,2018
1879,2018-03-11 05:00:00+00:00,5,11,3,2018
1880,2018-03-12 04:00:00+00:00,4,12,3,2018
1881,2018-03-13 04:00:00+00:00,4,13,3,2018
1882,2018-03-14 04:00:00+00:00,4,14,3,2018
1883,2009-09-01 04:00:00+00:00,4,1,9,2009
1884,2018-03-15 04:00:00+00:00,4,15,3,2018
1885,2018-03-16 04:00:00+00:00,4,16,3,2018
1886,2018-03-17 04:00:00+00:00,4,17,3,2018
1887,2018-03-18 04:00:00+00:00,4,18,3,2018
1888,2018-03-19 04:00:00+00:00,4,19,3,2018
1889,2018-03-20 04:00:00+00:00,4,20,3,2018
1890,2018-03-21 04:00:00+00:00,4,21,3,2018
1891,2018-03-22 04:00:00+00:00,4,22,3,2018
1892,2018-03-23 04:00:00+00:00,4,23,3,2018
1893,2001-07-27 04:00:00+00:00,4,27,7,2001
1894,2018-03-24 04:00:00+00:00,4,24,3,2018
1895,2018-03-25 04:00:00+00:00,4,25,3,2018
1896,2018-03-26 04:00:00+00:00,4,26,3,2018
1897,2018-03-27 04:00:00+00:00,4,27,3,2018
1898,2018-03-28 04:00:00+00:00,4,28,3,2018
1899,2018-03-29 04:00:00+00:00,4,29,3,2018
1900,2018-03-30 04:00:00+00:00,4,30,3,2018
1901,2018-03-31 04:00:00+00:00,4,31,3,2018
1902,2018-04-01 04:00:00+00:00,4,1,4,2018
1903,2018-04-02 04:00:00+00:00,4,2,4,2018
1904,2018-04-03 04:00:00+00:00,4,3,4,2018
1905,2018-04-04 04:00:00+00:00,4,4,4,2018
1906,2018-04-05 04:00:00+00:00,4,5,4,2018
1907,2018-04-06 04:00:00+00:00,4,6,4,2018
1908,2012-08-07 04:00:00+00:00,4,7,8,2012
1909,2018-04-07 04:00:00+00:00,4,7,4,2018
